阿爸 a1/ba4
无功负荷 wu2/gong1/fu4/he2
无关大局 wu2/guan1/da4/ju2
无关紧要 wu2/guan1/jin3/yao4
无机肥料 wu2/ji1/fei2/liao4
无机化学 wu2/ji1/hua4/xue2
无稽之谈 wu2/ji1/zhi1/tan2
无级变倍 wu2/ji2/bian4/bei4
无级缩放 wu2/ji2/suo1/fang4
无计可施 wu2/ji4/ke3/shi1
无计其数 wu2/ji4/qi2/shu4
无济于事 wu2/ji4/yu2/shi4
无家可归 wu2/jia1/ke3/gui1
无价之宝 wu2/jia4/zhi1/bao3
无坚不摧 wu2/jian1/bu4/cui1
无精打彩 wu2/jing1/da3/cai3
无拘无束 wu2/ju1/wu2/shu4
无可比拟 wu2/ke3/bi3/ni3
无可辩驳 wu2/ke3/bian4/bo2
无可非议 wu2/ke3/fei1/yi4
无可奉告 wu2/ke3/feng4/gao4
无可厚非 wu2/ke3/hou4/fei1
无可奈何 wu2/ke3/nai4/he2
无可挽回 wu2/ke3/wan3/hui2
无可争辩 wu2/ke3/zheng1/bian4
无可置疑 wu2/ke3/zhi4/yi2
无孔不入 wu2/kong3/bu4/ru4
无理方程 wu2/li3/fang1/cheng2
无理取闹 wu2/li3/qu3/nao4
无利可图 wu2/li4/ke3/tu2
无论如何 wu2/lun4/ru2/he2
无米之炊 wu2/mi3/zhi1/chui1
无名英雄 wu2/ming2/ying1/xiong2
无能为力 wu2/neng2/wei4/li4
无期徒刑 wu2/qi1/tu2/xing2
无奇不有 wu2/qi2/bu4/you3
无穷无尽 wu2/qiong2/wu2/jin3
无权过问 wu2/quan2/guo4/wen4
无权无势 wu2/quan2/wu2/shi4
无人过问 wu2/ren2/guo4/wen4
无人问津 wu2/ren2/wen4/jin1
无上光荣 wu2/shang4/guang1/rong2
无声无息 wu2/sheng1/wu2/xi1
无时无刻 wu2/shi2/wu2/ke4
无事生非 wu2/shi4/sheng1/fei1
无私奉献 wu2/si1/feng4/xian4
无私无畏 wu2/si1/wu2/wei4
无所不包 wu2/suo3/bu4/bao1
无所不为 wu2/suo3/bu4/wei4
无所不在 wu2/suo3/bu4/zai4
无所顾忌 wu2/suo3/gu4/ji4
无所事事 wu2/suo3/shi4/shi4
无所适从 wu2/suo3/shi4/cong2
无所畏惧 wu2/suo3/wei4/ju4
无所用心 wu2/suo3/yong4/xin1
无所作为 wu2/suo3/zuo4/wei4
无土育秧 wu2/tu3/yu4/yang1
无往不胜 wu2/wang3/bu4/sheng4
无微不至 wu2/wei1/bu4/zhi4
无息贷款 wu2/xi1/dai4/kuan3
无隙可乘 wu2/xi4/ke3/cheng2
无线电报 wu2/xian4/dian4/bao4
无线电波 wu2/xian4/dian4/bo1
无线电话 wu2/xian4/dian4/hua4
无线电台 wu2/xian4/dian4/tai2
无效分蘖 wu2/xiao4/fen1/nie4
无懈可击 wu2/xie4/ke3/ji1
无性繁殖 wu2/xing4/fan2/zhi2
无性杂交 wu2/xing4/za2/jiao1
无烟火药 wu2/yan1/huo3/yao4
无业人员 wu2/ye4/ren2/yuan2
无一例外 wu2/yi1/li4/wai4
无以复加 wu2/yi3/fu4/jia1
无意之中 wu2/yi4/zhi1/zhong1
无影无踪 wu2/ying3/wu2/zong1
无庸讳言 wu2/yong1/hui4/yan2
无忧无虑 wu2/you1/wu2/lv4
无与伦比 wu2/yu3/lun2/bi3
无缘无故 wu2/yuan2/wu2/gu4
无源之水 wu2/yuan2/zhi1/shui3
无照经营 wu2/zhao4/jing1/ying2
无中生有 wu2/zhong1/sheng1/you3
无足轻重 wu2/zu2/qing1/zhong4
五笔字型 wu3/bi3/zi4/xing2
五彩缤纷 wu3/cai3/bin1/fen1
五谷不分 wu3/gu3/bu4/fen1
五谷丰登 wu3/gu3/feng1/deng1
五光十色 wu3/guang1/shi2/se4
五湖四海 wu3/hu2/si4/hai3
五花八门 wu3/hua1/ba1/men2
五讲四美 wu3/jiang3/si4/mei3
五角大楼 wu3/jiao3/da4/lou2
五年计划 wu3/nian2/ji4/hua4
五四运动 wu3/si4/yun4/dong4
五体投地 wu3/ti3/tou2/de
五项原则 wu3/xiang4/yuan2/ze2
五星红旗 wu3/xing1/hong2/qi2
五颜六色 wu3/yan2/liu4/se4
武警部队 wu3/jing3/bu4/dui4
武警战士 wu3/jing3/zhan4/shi4
武器弹药 wu3/qi4/dan4/yao4
武器装备 wu3/qi4/zhuang1/bei4
武装部队 wu3/zhuang1/bu4/dui4
武装冲突 wu3/zhuang1/chong1/tu1
武装斗争 wu3/zhuang1/dou4/zheng1
武装警察 wu3/zhuang1/jing3/cha2
武装力量 wu3/zhuang1/li4/liang4
武装人员 wu3/zhuang1/ren2/yuan2
武装挑衅 wu3/zhuang1/tiao1/xin4
舞文弄墨 wu3/wen2/nong4/mo4
物宝天华 wu4/bao3/tian1/hua2
物归原主 wu4/gui1/yuan2/zhu3
物极必反 wu4/ji2/bi4/fan3
物价补贴 wu4/jia4/bu3/tie1
物价改革 wu4/jia4/gai3/ge2
物价管理 wu4/jia4/guan3/li3
物价检查 wu4/jia4/jian3/cha2
物价上涨 wu4/jia4/shang4/zhang3
物价政策 wu4/jia4/zheng4/ce4
物价指数 wu4/jia4/zhi3/shu4
物尽其用 wu4/jin3/qi2/yong4
物理性质 wu4/li3/xing4/zhi4
物美价廉 wu4/mei3/jia4/lian2
物以类聚 wu4/yi3/lei4/ju4
物质财富 wu4/zhi4/cai2/fu4
物质刺激 wu4/zhi4/ci4/ji1
物质待遇 wu4/zhi4/dai4/yu4
物质鼓励 wu4/zhi4/gu3/li4
物质基础 wu4/zhi4/ji1/chu3
物质奖励 wu4/zhi4/jiang3/li4
物质力量 wu4/zhi4/li4/liang4
物质生产 wu4/zhi4/sheng1/chan3
物质生活 wu4/zhi4/sheng1/huo2
物质条件 wu4/zhi4/tiao2/jian4
物质文明 wu4/zhi4/wen2/ming2
物资公司 wu4/zi1/gong1/si1
物资供应 wu4/zi1/gong1/ying1
物资交流 wu4/zi1/jiao1/liu2
物资流通 wu4/zi1/liu2/tong1
物资总局 wu4/zi1/zong3/ju2
误入歧途 wu4/ru4/qi2/tu2
西北地区 xi1/bei3/de/qu1
西伯利亚 xi1/bo2/li4/ya4
西德马克 xi1/de2/ma3/ke4
西方国家 xi1/fang1/guo2/jia1
西方经济 xi1/fang1/jing1/ji4
西方世界 xi1/fang1/shi4/jie4
西南地区 xi1/nan2/de/qu1
西欧各国 xi1/ou1/ge4/guo2
西欧国家 xi1/ou1/guo2/jia1
西双版纳 xi1/shuang1/ban3/na4
吸取教训 xi1/qu3/jiao4/xun4
吸热反应 xi1/re4/fan3/ying1
吸收光谱 xi1/shou1/guang1/pu3
吸收外资 xi1/shou1/wai4/zi1
吸引外资 xi1/yin3/wai4/zi1
息事宁人 xi1/shi4/ning2/ren2
息息相关 xi1/xi1/xiang1/guan1
息息相通 xi1/xi1/xiang1/tong1
稀里糊涂 xi1/li3/hu2/tu2
稀奇古怪 xi1/qi2/gu3/guai4
稀世珍宝 xi1/shi4/zhen1/bao3
稀世之宝 xi1/shi4/zhi1/bao3
稀土金属 xi1/tu3/jin1/shu3
稀土元素 xi1/tu3/yuan2/su4
稀有金属 xi1/you3/jin1/shu3
稀有元素 xi1/you3/yuan2/su4
熙熙攘攘 xi1/xi1/rang3/rang3
嘻嘻哈哈 xi1/xi1/ha1/ha1
习惯势力 xi2/guan4/shi4/li4
习以为常 xi2/yi3/wei4/chang2
席地而坐 xi2/de/er2/zuo4
席卷一空 xi2/juan3/yi1/kong1
洗耳恭听 xi3/er3/gong1/ting1
洗劫一空 xi3/jie2/yi1/kong1
洗心革面 xi3/xin1/ge2/mian4
喜不自禁 xi3/bu4/zi4/jin4
喜出望外 xi3/chu1/wang4/wai4
喜获丰收 xi3/huo4/feng1/shou1
喜怒哀乐 xi3/nu4/ai1/le4
喜气洋洋 xi3/qi4/yang2/yang2
喜迁新居 xi3/qian1/xin1/ju1
喜闻乐见 xi3/wen2/le4/jian4
喜笑颜开 xi3/xiao4/yan2/kai1
喜新厌旧 xi3/xin1/yan4/jiu4
喜忧参半 xi3/you1/can1/ban4
系列产品 xi4/lie4/chan3/pin3
系统工程 xi4/tong3/gong1/cheng2
系统管理 xi4/tong3/guan3/li3
系统科学 xi4/tong3/ke1/xue2
系统误差 xi4/tong3/wu4/cha4
细胞分裂 xi4/bao1/fen1/lie4
细嚼慢咽 xi4/jue2/man4/yan4
细菌武器 xi4/jun1/wu3/qi4
细水长流 xi4/shui3/zhang3/liu2
狭路相逢 xia2/lu4/xiang1/feng2
遐尔闻名 xia2/er3/wen2/ming2
下不为例 xia4/bu4/wei4/li4
下大本钱 xia4/da4/ben3/qian2
下大力气 xia4/da4/li4/qi4
下定决心 xia4/ding4/jue2/xin1
下个季度 xia4/ge4/ji4/du4
下个世纪 xia4/ge4/shi4/ji4
下个星期 xia4/ge4/xing1/qi1
下级单位 xia4/ji2/dan1/wei4
下落不明 xia4/luo4/bu4/ming2
下马看花 xia4/ma3/kan4/hua1
下情上达 xia4/qing2/shang4/da2
下世纪初 xia4/shi4/ji4/chu1
下一阶段 xia4/yi1/jie1/duan4
夏收夏种 xia4/shou1/xia4/zhong3
夏熟作物 xia4/shu2/zuo4/wu4
先睹为快 xian1/du3/wei4/kuai4
先发制人 xian1/fa1/zhi4/ren2
先锋霉素 xian1/feng1/mei2/su4
先富起来 xian1/fu4/qi3/lai2
先公后私 xian1/gong1/hou4/si1
先见之明 xian1/jian4/zhi1/ming2
先进单位 xian1/jin4/dan1/wei4
先进典型 xian1/jin4/dian3/xing2
先进分子 xian1/jin4/fen1/zi
先进个人 xian1/jin4/ge4/ren2
先进国家 xian1/jin4/guo2/jia1
先进集体 xian1/jin4/ji2/ti3
先进技术 xian1/jin4/ji4/shu4
先进经验 xian1/jin4/jing1/yan4
先进青年 xian1/jin4/qing1/nian2
先进人物 xian1/jin4/ren2/wu4
先进设备 xian1/jin4/she4/bei4
先进事迹 xian1/jin4/shi4/ji1
先进水平 xian1/jin4/shui3/ping2
先进思想 xian1/jin4/si1/xiang3
先决条件 xian1/jue2/tiao2/jian4
先人后己 xian1/ren2/hou4/ji3
先入为主 xian1/ru4/wei4/zhu3
先天不足 xian1/tian1/bu4/zu2
先头部队 xian1/tou2/bu4/dui4
先斩后奏 xian1/zhan3/hou4/zou4
纤维组织 xian1/wei2/zu3/zhi1
鲜为人知 xian1/wei4/ren2/zhi1
鲜艳夺目 xian1/yan4/duo2/mu4
闲言碎语 xian2/yan2/sui4/yu3
闲杂人员 xian2/za2/ren2/yuan2
贤妻良母 xian2/qi1/liang2/mu3
显而易见 xian3/er2/yi4/jian4
显赫一时 xian3/he4/yi1/shi2
显微摄象 xian3/wei1/she4/xiang4
显微摄影 xian3/wei1/she4/ying3
显微外科 xian3/wei1/wai4/ke1
显要位置 xian3/yao4/wei4/zhi4
显著成绩 xian3/zhe/cheng2/ji1
显著特点 xian3/zhe/te4/dian3
险象环生 xian3/xiang4/huan2/sheng1
县委书记 xian4/wei3/shu1/ji4
县直机关 xian4/zhi2/ji1/guan1
现场办公 xian4/chang3/ban4/gong1
现场报道 xian4/chang3/bao4/dao4
现场采访 xian4/chang3/cai3/fang3
现场会议 xian4/chang3/hui4/yi4
现场直播 xian4/chang3/zhi2/bo1
现代工业 xian4/dai4/gong1/ye4
现代汉语 xian4/dai4/han4/yu3
现代教育 xian4/dai4/jiao4/yu4
现代科技 xian4/dai4/ke1/ji4
现代科学 xian4/dai4/ke1/xue2
现代农业 xian4/dai4/nong2/ye4
现代生活 xian4/dai4/sheng1/huo2
现代文明 xian4/dai4/wen2/ming2
现代战争 xian4/dai4/zhan4/zheng1
现货供应 xian4/huo4/gong1/ying1
现金结算 xian4/jin1/jie2/suan4
现身说法 xian4/shen1/shuo1/fa3
现实情况 xian4/shi2/qing2/kuang4
现实生活 xian4/shi2/sheng1/huo2
现实问题 xian4/shi2/wen4/ti2
现实意义 xian4/shi2/yi4/yi4
现实主义 xian4/shi2/zhu3/yi4
现行标准 xian4/xing2/biao1/zhun3
现行政策 xian4/xing2/zheng4/ce4
现行制度 xian4/xing2/zhi4/du4
现役军人 xian4/yi4/jun1/ren2
现有企业 xian4/you3/qi3/ye4
现有人口 xian4/you3/ren2/kou3
线性电路 xian4/xing4/dian4/lu4
线胀系数 xian4/zhang4/xi4/shu4
限期完成 xian4/qi1/wan2/cheng2
宪法规定 xian4/fa3/gui1/ding4
陷入困境 xian4/ru4/kun4/jing4
陷于绝境 xian4/yu2/jue2/jing4
献计献策 xian4/ji4/xian4/ce4
献身精神 xian4/shen1/jing1/shen2
献身四化 xian4/shen1/si4/hua4
乡规民约 xiang1/gui1/min2/yue1
乡土观念 xiang1/tu3/guan1/nian4
乡土气息 xiang1/tu3/qi4/xi1
乡镇企业 xiang1/zhen4/qi3/ye4
相安无事 xiang1/an1/wu2/shi4
相比之下 xiang1/bi3/zhi1/xia4
相差悬殊 xiang1/cha4/xuan2/shu1
相持不下 xiang1/chi2/bu4/xia4
相当规模 xiang1/dang1/gui1/mo2
相当可观 xiang1/dang1/ke3/guan1
相当严重 xiang1/dang1/yan2/zhong4
相得益彰 xiang1/de2/yi4/zhang1
相对而言 xiang1/dui4/er2/yan2
相对来说 xiang1/dui4/lai2/shuo1
相对湿度 xiang1/dui4/shi1/du4
相对说来 xiang1/dui4/shuo1/lai2
相对速度 xiang1/dui4/su4/du4
相对误差 xiang1/dui4/wu4/cha4
相辅相成 xiang1/fu3/xiang1/cheng2
相互促进 xiang1/hu4/cu4/jin4
相互关系 xiang1/hu4/guan1/xi4
相互竞争 xiang1/hu4/jing4/zheng1
相互理解 xiang1/hu4/li3/jie3
相互了解 xiang1/hu4/le/jie3
相互配合 xiang1/hu4/pei4/he2
相互信任 xiang1/hu4/xin4/ren4
相互依存 xiang1/hu4/yi1/cun2
相互依赖 xiang1/hu4/yi1/lai4
相互影响 xiang1/hu4/ying3/xiang3
相互之间 xiang1/hu4/zhi1/jian1
相互指责 xiang1/hu4/zhi3/ze2
相互尊重 xiang1/hu4/zun1/zhong4
相互作用 xiang1/hu4/zuo4/yong4
相机行事 xiang1/ji1/xing2/shi4
相继问世 xiang1/ji4/wen4/shi4
相敬如宾 xiang1/jing4/ru2/bin1
相去甚远 xiang1/qu4/shen2/yuan3
相去无几 xiang1/qu4/wu2/ji3
相提并论 xiang1/ti2/bing4/lun4
相同之处 xiang1/tong2/zhi1/chu4
相信群众 xiang1/xin4/qun2/zhong4
相信组织 xiang1/xin4/zu3/zhi1
相形见绌 xiang1/xing2/jian4/chu4
相依为命 xiang1/yi1/wei4/ming4
相应措施 xiang1/ying1/cuo4/shi1
相映成趣 xiang1/ying4/cheng2/qu4
详详细细 xiang2/xiang2/xi4/xi4
享有盛名 xiang3/you3/sheng4/ming2
享有盛誉 xiang3/you3/sheng4/yu4
享誉中外 xiang3/yu4/zhong1/wai4
响彻云霄 xiang3/che4/yun2/xiao1
想方设法 xiang3/fang1/she4/fa3
想来想去 xiang3/lai2/xiang3/qu4
想入非非 xiang3/ru4/fei1/fei1
削足适履 xue1/zu2/shi4/lv3
消费基金 xiao1/fei4/ji1/jin1
消费结构 xiao1/fei4/jie2/gou4
消费市场 xiao1/fei4/shi4/chang3
消费水平 xiao1/fei4/shui3/ping2
消费资料 xiao1/fei4/zi1/liao4
消化吸收 xiao1/hua4/xi1/shou1
消极怠工 xiao1/ji2/dai4/gong1
消极态度 xiao1/ji2/tai4/du4
消极因素 xiao1/ji2/yin1/su4
消极影响 xiao1/ji2/ying3/xiang3
消息闭塞 xiao1/xi1/bi4/sai1
逍遥法外 xiao1/yao2/fa3/wai4
硝烟弥漫 xiao1/yan1/mi2/man4
销声匿迹 xiao1/sheng1/ni4/ji1
销售价格 xiao1/shou4/jia4/ge2
销售市场 xiao1/shou4/shi4/chang3
销售一空 xiao1/shou4/yi1/kong1
销售总额 xiao1/shou4/zong3/e2
小恩小惠 xiao3/en1/xiao3/hui4
小康水平 xiao3/kang1/shui3/ping2
小农经济 xiao3/nong2/jing1/ji4
小巧玲珑 xiao3/qiao3/ling2/long2
小商小贩 xiao3/shang1/xiao3/fan4
小生产者 xiao3/sheng1/chan3/zhe3
小题大作 xiao3/ti2/da4/zuo4
小心谨慎 xiao3/xin1/jin3/shen4
小心翼翼 xiao3/xin1/yi4/yi4
小学教师 xiao3/xue2/jiao4/shi1
小组第一 xiao3/zu3/di4/yi1
晓以大义 xiao3/yi3/da4/yi4
晓之以理 xiao3/zhi1/yi3/li3
效果显著 xiao4/guo3/xian3/zhe
校办工厂 xiao4/ban4/gong1/chang3
校外活动 xiao4/wai4/huo2/dong4
笑容可掬 xiao4/rong2/ke3/ju1
笑逐颜开 xiao4/zhu2/yan2/kai1
歇斯底里 xie1/si1/di3/li3
协调发展 xie2/diao4/fa1/zhan3
协商会议 xie2/shang1/hui4/yi4
协商一致 xie2/shang1/yi1/zhi4
协同作战 xie2/tong2/zuo4/zhan4
协作单位 xie2/zuo4/dan1/wei4
邪门歪道 xie2/men2/wai1/dao4
携手并肩 xie2/shou3/bing4/jian1
携手前进 xie2/shou3/qian2/jin4
卸货口岸 xie4/huo4/kou3/an4
谢天谢地 xie4/tian1/xie4/de
心安理得 xin1/an1/li3/de2
心得体会 xin1/de2/ti3/hui4
心地善良 xin1/de/shan4/liang2
心电图仪 xin1/dian4/tu2/yi2
心烦意乱 xin1/fan2/yi4/luan4
心服口服 xin1/fu2/kou3/fu2
心腹之患 xin1/fu4/zhi1/huan4
心甘情愿 xin1/gan1/qing2/yuan4
心狠手辣 xin1/hen3/shou3/la4
心花怒放 xin1/hua1/nu4/fang4
心怀叵测 xin1/huai2/po3/ce4
心急如焚 xin1/ji2/ru2/fen2
心口如一 xin1/kou3/ru2/yi1
心旷神怡 xin1/kuang4/shen2/yi2
心理因素 xin1/li3/yin1/su4
心力交瘁 xin1/li4/jiao1/cui4
心灵深处 xin1/ling2/shen1/chu4
心领神会 xin1/ling3/shen2/hui4
心满意足 xin1/man3/yi4/zu2
心明眼亮 xin1/ming2/yan3/liang4
心平气和 xin1/ping2/qi4/he2
心情舒畅 xin1/qing2/shu1/chang4
心如刀割 xin1/ru2/dao1/ge1
心神不安 xin1/shen2/bu4/an1
心胸开阔 xin1/xiong1/kai1/kuo4
心胸狭窄 xin1/xiong1/xia2/zhai3
心有余悸 xin1/you3/yu2/ji4
心猿意马 xin1/yuan2/yi4/ma3
心悦诚服 xin1/yue4/cheng2/fu2
心照不宣 xin1/zhao4/bu4/xuan1
心直口快 xin1/zhi2/kou3/kuai4
心中无数 xin1/zhong1/wu2/shu4
心中有数 xin1/zhong1/you3/shu4
辛亥革命 xin1/hai4/ge2/ming4
辛勤工作 xin1/qin2/gong1/zuo4
辛勤劳动 xin1/qin2/lao2/dong4
辛辛苦苦 xin1/xin1/ku3/ku3
欣喜若狂 xin1/xi3/ruo4/kuang2
欣欣向荣 xin1/xin1/xiang4/rong2
新陈代谢 xin1/chen2/dai4/xie4
新仇旧恨 xin1/chou2/jiu4/hen4
新春佳节 xin1/chun1/jia1/jie2
新的篇章 xin1/de/pian1/zhang1
新的一页 xin1/de/yi1/ye4
新华社讯 xin1/hua2/she4/xun4
新华书店 xin1/hua2/shu1/dian4
新加坡元 xin1/jia1/po1/yuan2
新疆维族 xin1/jiang1/wei2/zu2
新旧交替 xin1/jiu4/jiao1/ti4
新旧体制 xin1/jiu4/ti3/zhi4
新老交替 xin1/lao3/jiao1/ti4
新年伊始 xin1/nian2/yi1/shi3
新人新事 xin1/ren2/xin1/shi4
新生力量 xin1/sheng1/li4/liang4
新生事物 xin1/sheng1/shi4/wu4
新闻报道 xin1/wen2/bao4/dao4
新闻出版 xin1/wen2/chu1/ban3
新闻单位 xin1/wen2/dan1/wei4
新闻工作 xin1/wen2/gong1/zuo4
新闻公报 xin1/wen2/gong1/bao4
新闻广播 xin1/wen2/guang3/bo1
新闻机构 xin1/wen2/ji1/gou4
新闻记者 xin1/wen2/ji4/zhe3
新闻简报 xin1/wen2/jian3/bao4
新闻联播 xin1/wen2/lian2/bo1
新闻媒介 xin1/wen2/mei2/jie4
新闻人物 xin1/wen2/ren2/wu4
新闻事业 xin1/wen2/shi4/ye4
新闻照片 xin1/wen2/zhao4/pian4
新闻中心 xin1/wen2/zhong1/xin1
新闻资料 xin1/wen2/zi1/liao4
新闻自由 xin1/wen2/zi4/you2
新鲜空气 xin1/xian1/kong1/qi4
新兴产业 xin1/xing4/chan3/ye4
新形势下 xin1/xing2/shi4/xia4
新型产业 xin1/xing2/chan3/ye4
信贷资金 xin4/dai4/zi1/jin1
信号系统 xin4/hao4/xi4/tong3
信口开河 xin4/kou3/kai1/he2
信守合同 xin4/shou3/he2/tong2
信息处理 xin4/xi1/chu4/li3
信息反馈 xin4/xi1/fan3/kui4
信息沟通 xin4/xi1/gou1/tong1
信息管理 xin4/xi1/guan3/li3
信息科学 xin4/xi1/ke1/xue2
信息社会 xin4/xi1/she4/hui4
信息系统 xin4/xi1/xi4/tong3
信息中心 xin4/xi1/zhong1/xin1
信心倍增 xin4/xin1/bei4/zeng1
信以为真 xin4/yi3/wei4/zhen1
信誉第一 xin4/yu4/di4/yi1
兴风作浪 xing4/feng1/zuo4/lang4
兴高采烈 xing4/gao1/cai3/lie4
兴利除弊 xing4/li4/chu2/bi4
兴师动众 xing4/shi1/dong4/zhong4
兴旺发达 xing4/wang4/fa1/da2
兴旺繁荣 xing4/wang4/fan2/rong2
兴修水利 xing4/xiu1/shui3/li4
兴致勃勃 xing4/zhi4/bo2/bo2
星光灿烂 xing1/guang1/can4/lan4
星火计划 xing1/huo3/ji4/hua4
星罗棋布 xing1/luo2/qi2/bu4
星星点点 xing1/xing1/dian3/dian3
星星之火 xing1/xing1/zhi1/huo3
星移斗转 xing1/yi2/dou4/zhuan3
腥风血雨 xing1/feng1/xue4/yu3
刑事法庭 xing2/shi4/fa3/ting2
刑事犯罪 xing2/shi4/fan4/zui4
刑事责任 xing2/shi4/ze2/ren4
行动计划 xing2/dong4/ji4/hua4
行贿受贿 xing2/hui4/shou4/hui4
行使职权 xing2/shi3/zhi2/quan2
行使主权 xing2/shi3/zhu3/quan2
行为不端 xing2/wei4/bu4/duan1
行政部门 xing2/zheng4/bu4/men2
行政处分 xing2/zheng4/chu4/fen1
行政法规 xing2/zheng4/fa3/gui1
行政管理 xing2/zheng4/guan3/li3
行政机构 xing2/zheng4/ji1/gou4
行政机关 xing2/zheng4/ji1/guan1
行政区域 xing2/zheng4/qu1/yu4
行政责任 xing2/zheng4/ze2/ren4
行之有效 xing2/zhi1/you3/xiao4
形而上学 xing2/er2/shang4/xue2
形迹可疑 xing2/ji1/ke3/yi2
形式多样 xing2/shi4/duo1/yang4
形式逻辑 xing2/shi4/luo2/ji2
形式主义 xing2/shi4/zhu3/yi4
形势逼人 xing2/shi4/bi1/ren2
形势发展 xing2/shi4/fa1/zhan3
形同虚设 xing2/tong2/xu1/she4
形形色色 xing2/xing2/se4/se4
形影不离 xing2/ying3/bu4/li2
幸灾乐祸 xing4/zai1/le4/huo4
性命攸关 xing4/ming4/you1/guan1
性能超群 xing4/neng2/chao1/qun2
凶多吉少 xiong1/duo1/ji2/shao3
凶神恶煞 xiong1/shen2/e4/sha1
凶相毕露 xiong1/xiang1/bi4/lu4
兄弟姐妹 xiong1/di4/jie3/mei4
兄弟民族 xiong1/di4/min2/zu2
汹涌澎湃 xiong1/yong3/peng1/pai4
胸怀大局 xiong1/huai2/da4/ju2
胸怀大志 xiong1/huai2/da4/zhi4
胸无大志 xiong1/wu2/da4/zhi4
胸有成竹 xiong1/you3/cheng2/zhu2
胸中无数 xiong1/zhong1/wu2/shu4
胸中有数 xiong1/zhong1/you3/shu4
雄才大略 xiong2/cai2/da4/lve4
雄心勃勃 xiong2/xin1/bo2/bo2
雄心壮志 xiong2/xin1/zhuang4/zhi4
雄姿英发 xiong2/zi1/ying1/fa1
熊熊大火 xiong2/xiong2/da4/huo3
熊熊燃烧 xiong2/xiong2/ran2/shao1
休戚相关 xiu1/qi1/xiang1/guan1
休戚与共 xiu1/qi1/yu3/gong4
修复一新 xiu1/fu4/yi1/xin1
修改草案 xiu1/gai3/cao3/an4
修改意见 xiu1/gai3/yi4/jian4
修旧利废 xiu1/jiu4/li4/fei4
修桥补路 xiu1/qiao2/bu3/lu4
修缮一新 xiu1/shan4/yi1/xin1
修身养性 xiu1/shen1/yang3/xing4
修正主义 xiu1/zheng4/zhu3/yi4
袖手旁观 xiu4/shou3/pang2/guan1
虚度年华 xu1/du4/nian2/hua2
虚怀若谷 xu1/huai2/ruo4/gu3
虚情假意 xu1/qing2/jia3/yi4
虚无缥缈 xu1/wu2/piao1/miao3
虚张声势 xu1/zhang1/sheng1/shi4
许多地方 xu3/duo1/de/fang1
许多方面 xu3/duo1/fang1/mian4
许多工作 xu3/duo1/gong1/zuo4
许多问题 xu3/duo1/wen4/ti2
许许多多 xu3/xu3/duo1/duo1
栩栩如生 xu3/xu3/ru2/sheng1
蓄谋已久 xu4/mou2/yi3/jiu3
轩然大波 xuan1/ran2/da4/bo1
宣传报道 xuan1/chuan2/bao4/dao4
宣传部长 xuan1/chuan2/bu4/zhang3
宣传工作 xuan1/chuan2/gong1/zuo4
宣传教育 xuan1/chuan2/jiao4/yu4
宣誓就职 xuan1/shi4/jiu4/zhi2
喧宾夺主 xuan1/bin1/duo2/zhu3
悬而未决 xuan2/er2/wei4/jue2
悬崖绝壁 xuan2/ya2/jue2/bi4
悬崖勒马 xuan2/ya2/lei1/ma3
悬崖峭壁 xuan2/ya2/qiao4/bi4
选贤任能 xuan3/xian2/ren4/neng2
绚丽多彩 xuan4/li4/duo1/cai3
绚丽多姿 xuan4/li4/duo1/zi1
学部委员 xue2/bu4/wei3/yuan2
学成回国 xue2/cheng2/hui2/guo2
学而不厌 xue2/er2/bu4/yan4
学龄儿童 xue2/ling2/er2/tong2
学年成绩 xue2/nian2/cheng2/ji1
学期成绩 xue2/qi1/cheng2/ji1
学前教育 xue2/qian2/jiao4/yu4
学生运动 xue2/sheng1/yun4/dong4
学术会议 xue2/shu4/hui4/yi4
学术交流 xue2/shu4/jiao1/liu2
学术论文 xue2/shu4/lun4/wen2
学术思想 xue2/shu4/si1/xiang3
学术研究 xue2/shu4/yan2/jiu1
学无止境 xue2/wu2/zhi3/jing4
学以致用 xue2/yi3/zhi4/yong4
学有所成 xue2/you3/suo3/cheng2
学有所用 xue2/you3/suo3/yong4
雪上加霜 xue3/shang4/jia1/shuang1
雪上运动 xue3/shang4/yun4/dong4
雪中送炭 xue3/zhong1/song4/tan4
血红蛋白 xue4/hong2/dan4/bai2
血气方刚 xue4/qi4/fang1/gang1
血肉相连 xue4/rou4/xiang1/lian2
寻根问底 xun2/gen1/wen4/di3
巡回展览 xun2/hui2/zhan3/lan3
循规蹈矩 xun2/gui1/dao3/ju3
循环系统 xun2/huan2/xi4/tong3
循环小数 xun2/huan2/xiao3/shu4
循序见进 xun2/xu4/jian4/jin4
循序渐进 xun2/xu4/jian4/jin4
循循善诱 xun2/xun2/shan4/you4
训练有素 xun4/lian4/you3/su4
迅猛发展 xun4/meng3/fa1/zhan3
迅速发展 xun4/su4/fa1/zhan3
迅速增长 xun4/su4/zeng1/zhang3
徇情枉法 xun4/qing2/wang3/fa3
徇私舞弊 xun4/si1/wu3/bi4
压倒多数 ya1/dao4/duo1/shu4
压倒一切 ya1/dao4/yi1/qie4
压电效应 ya1/dian4/xiao4/ying1
压而不服 ya1/er2/bu4/fu2
压缩空气 ya1/suo1/kong1/qi4
压在心底 ya1/zai4/xin1/di3
鸦片战争 ya1/pian4/zhan4/zheng1
鸦雀无声 ya1/que4/wu2/sheng1
哑口无言 ya3/kou3/wu2/yan2
